Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt,State,Place_sentiment,Overall_state_sentiment
TD-259,Shri Shantadurga Kunkalikarin Temple - Fatorpa,"from Panjim Kadamba Bus Stand and 27 km from Vasco Da Gama Railway Station, St. Cajetan's Church stands opposite to the Se Cathedral in Old Goa. This place is part of UNESCO World Heritage Site (Churches & Convents of Goa).The St. Cajetan Church has been constructed on the primary design of the Basilica of St. Peter in Rome. The Church of St. Cajetan is the only surviving domed church in Goa. The Church of St Cajetan was built by Italian friars of the Order of Theatines, who were sent by Pope Urban III to preach Christianity in the kingdom of Golconda. The friars were not permitted to work in Golconda so settled at Old Goa in 1640. The construction of the church began in 1655 and completed in 1661.The Church is named after the founder of the Theatine order, St. Cajetan. The main altar of the St Cajetan Church is dedicated to Our Lady of Divine Providence.The St Cajetan Church is an example of Corinthian architecture while the interior is a blend of .....
",Heritage,27,4.16,709,1, Panjim Kad,Goa,0.83,0.73
TD-260,Shri Kamakshi Temple - Shiroda,"from Panjim Kadamba Bus Stand and 27 km from Vasco Da Gama Railway Station, St. Cajetan's Church stands opposite to the Se Cathedral in Old Goa. This place is part of UNESCO World Heritage Site (Churches & Convents of Goa).The St. Cajetan Church has been constructed on the primary design of the Basilica of St. Peter in Rome. The Church of St. Cajetan is the only surviving domed church in Goa. The Church of St Cajetan was built by Italian friars of the Order of Theatines, who were sent by Pope Urban III to preach Christianity in the kingdom of Golconda. The friars were not permitted to work in Golconda so settled at Old Goa in 1640. The construction of the church began in 1655 and completed in 1661.The Church is named after the founder of the Theatine order, St. Cajetan. The main altar of the St Cajetan Church is dedicated to Our Lady of Divine Providence.The St Cajetan Church is an example of Corinthian architecture while the interior is a blend of .....
",Heritage,27,4.12,710,1, Panjim Kad,Goa,0.83,0.73
TD-261,Agonda Beach,"rom Panjim Kadamba Bus Stand, 34 km from Vasco Da Gama Railway Station and 15 km from Mapusa, The Reis Magos Church is situated in North Goa.The Reis Magos Church also known as Church of the Three Magi Kings was built in 1555 in the town of Reis Magos. This church was built by the Franciscan friars who watched over the missionary work here. They also founded a small educational institution over here. This Church is one of the oldest churches of Goa.Three Kings Church was dedicated to Saint Jerome. It is believed that this church was constructed on the remains of an ancient Hindu temple. Two typical symbols of the Hindu Vijayanagar temple architecture bas-relief lion figures can be seen on the flanks, at the start of the steps going up to the Church. The Church was renovated in 1771 and the pillars of the church were created in 1764. The two Viceroys of Goa were buried in the premises of the church and their gravestones are intact till date. Reis .....
",Heritage,34,4.16,1053,2, Panjim Kada,Goa,0.81,0.73
TD-262,Arambol Beach / Harmal Beach,"rom Panjim Kadamba Bus Stand, 30 km from Vasco Da Gama Railway Station and 14 km from Mapusa, Nossa Senhora de Penha de Franca is situated in North Goa. This is one of the most beautiful sites in Goa situated in very scenic location right on the banks of Mandovi River.Nossa Senhora de Penha de Franca is also known as Our Lady of the Rock of France. The Church gets its name from Saint Nossa Senhora de Penha de Franca, a Spanish saint who is believed to have saved Portuguese sailors from a dangerous situation on their voyage to India. The church was built in Britona on the banks of the River Mandovi in 1626, dedicated to Nossa Senhora De Penha De Franca. The church was entirely funded by a widow named Ana De Azvado, a Franciscan Tertiary. But the church was collapsed in 1651 and was then rebuilt in 1655. This beautiful church was declared a national monument in 1932. Our Lady of the Rock of France became famous for the miracles performed for those .....
",Heritage,30,4.07,1478,1, Panjim Kada,Goa,0.87,0.73
TD-263,Arvalem Caves / Pandava Caves,"from Panjim Kadamba Bus Stand, 41 km from Vasco Da Gama Railway Station and 26 km from Margao Railway Station, Shri Mahalasa Temple is situated in North Goa.The Mahalasa Temple located at Mardol in Ponda is one of the most famous temples in Goa. It is also known as the Shri Mahalasa Narayani Temple and is dedicated to the Goddess Mahalasa. She is worshipped in two distinct traditions. As an independent goddess, she is considered as a form of Mohini - the female avatar of the god Vishnu and is called Mahalasa Narayani. Mahalasa is also worshipped as the consort of the folk god Khandoba an incarnation of god Shiva. In this tradition she is associated with Parvati, Shiva's wife as well as Mohini.According to the legend, the presiding deity Goddess Mahalasa once appeared to a cattleman on the Sonsada plateau at Verna. Asked to go and fetch his master by the goddess, the petrified cattleman is said to have tried to escape his difficult situation by lying that .....
",Pilgrimage,41,4.33,1231,1, Panjim Kad,Goa,0.84,0.73
TD-264,Arvalem Waterfalls,"from Panjim Kadamba Bus Stand, 37 km from Vasco Da Gama Railway Station and 21.5 km from Margao Railway Station, Shri Nageshi Temple is situated in North Goa.Shri Nageshi Temple or Nagueshi Temple is an ancient Hindu temple located at Donshiwado of Ponda Taluka. This Temple is dedicated to Lord Naguesh an incarnation of Lord Shiva. This temple is one of the oldest in Goa and of considerable archaeological importance and also among well known Goa places to visit.Shri Nageshi Temple is considered to be ''Swayambhu'' shrine of Lord Shiva popularly known for its miraculous powers. The history is not available at present except a reference in the folk songs. The environs known as Nagzar had in the past a grove of Shami trees. A cowherd noticed a cow from his herd regularly showering milk on a stone in the forest. Thus the Shiva linga was discovered by the people. The Nageshi Temple was built in 1413, when the region .....
",Pilgrimage,37,4.8,966,1, Panjim Kad,Goa,0.86,0.73
TD-265,Ashwem Beach,"from Panjim Kadamba Bus Stand, 37 km from Vasco Da Gama Railway Station and 21.5 km from Margao Railway Station, Shri Nageshi Temple is situated in North Goa.Shri Nageshi Temple or Nagueshi Temple is an ancient Hindu temple located at Donshiwado of Ponda Taluka. This Temple is dedicated to Lord Naguesh an incarnation of Lord Shiva. This temple is one of the oldest in Goa and of considerable archaeological importance and also among well known Goa places to visit.Shri Nageshi Temple is considered to be ''Swayambhu'' shrine of Lord Shiva popularly known for its miraculous powers. The history is not available at present except a reference in the folk songs. The environs known as Nagzar had in the past a grove of Shami trees. A cowherd noticed a cow from his herd regularly showering milk on a stone in the forest. Thus the Shiva linga was discovered by the people. The Nageshi Temple was built in 1413, when the region .....
",Pilgrimage,37,4.53,789,1, Panjim Kad,Goa,0.86,0.73
TD-266,Amboli,"from Panjim Kadamba Bus Stand, 35 km from Vasco Da Gama Railway Station and 21 km from Margao Railway Station, Shri Ramnathi Temple is situated in North Goa.The Ramnathi Temple also known as the Shanteri Kamakshi Temple is located in Ramnathim, Bandode close to the Shantadurga Temple, Kavlem. This temple belongs to the Saraswat Brahmins. This temple is dedicated to Lord Ramnath an incarnation of Lord Siva.According to the history the original Ramnathi temple was located in Loutolim in Salcete Taluka. The Idol of Ramnathi was shifted to the present site in 1566 to prevent its destruction by the Portuguese troops. It was renovated again in 1905.According to mythology Rameshwar is the original abode of Lord Ramnath. The courtyard of the temple has a five storied Deepstambha or Lamp Pillar adorned with images of Hindu gods and Goddesses on its base. After entering the main door of the temple, one enters the ''Sabha Mantap'' or the hall of worship. This .....
",Pilgrimage,35,4.94,1310,2, Panjim Kad,Goa,0.72,0.73
TD-267,Arossim Beach," from Panjim Kadamba Bus Stand, 31.4 kms from Vasco Da Gama Railway Station and 15 km from Karmali Railway Station, Dr. Salim Ali Bird Sanctuary is located in North Goa. It is an ideal Goa sightseeing options for half day trip.The Salim Ali Bird Sanctuary is situated at Chorao Island on the Mandovi River. This sanctuary is one of the most famous bird sanctuaries in India. It has been named after the famous ornithologist of India, Dr. Salim Ali. This Bird Sanctuary is one of the smallest bird sanctuaries in Goa and is spread over an area of just 1.8 sqkms. The Sanctuary houses around 400 species of birds including both local and migratory. The Sanctuary is rich in flora growth and one can see a thick covering of mangrove vegetation here. The flora cover is very fertile over here the mangrove ecology is considered to be the best for birds, fish and insects. The Sanctuary is blessed with many overflowing water streams .....
",Wildlife,31,4.06,925,1,  Panjim Ka,Goa,0.96,0.73
TD-268,Abyss Marine Aquarium," from Panjim Kadamba Bus Stand, 28 km from Vasco Da Gama Railway Station and 17 km from Mapusa, Shri Maruti Temple is situated in North Goa.The Maruti Temple is situated on top of the Altinho hill overlooking the Fontainhas district in Panaji. It is dedicated to lord Hanuman, the monkey god and enshrines Lord Hanuman as the presiding deity. The Maruti Temple is also beautifully lit up at night and as it is brightly lit the temple is visible from a distance. Lord Hanuman is a Hindu deity who is an ardent devotee of Rama, a central character in the Indian epic Ramayana. A general among the vanaras, Hanuman is an incarnation of the divine and a follower of Lord Rama in the struggle against the demon king Ravana.The Maruthi Temple is one of the most beautiful temples in Panjim, It is said that the idol of Maruthi in the main temple can be seen even from the main road, through an opening in the basement wall of the temple. One can see the beautiful .....
",Pilgrimage,28,3.92,999,1,  Panjim Ka,Goa,0.98,0.73
TD-269,Butterfly Conservatory Of Goa,"from Panjim Kadamba Bus Stand, 46.5 km from Vasco Da Gama Railway Station and 17.7 km from Margao Railway Station, Shri Shantadurga Kunkalikarin Temple is situated in South Goa.Shri Shantadurga Kunkalikarin Temple is located at Fatorpa of Quepem Taluka and is one of the oldest temples of Goa. It is also one of the prime places to visit in Goa. This temple is dedicated to Goddess Shri Shantadurga. Originally from Cuncolim village in Salcete Taluka, the Goddess was removed to Fatorpa in 16th Century during religious persecution by the Portuguese. During the reign of Maratha ruler Chatrapati Shahu, the temple was reconstructed which was previously destroyed by Portuguese invasion. The temple complex is on the foothills of a mountain chain bordered by greenery in all sides. At the entrance of the temple of Shree Shantadurga Kunkalikarin, there is a massive doorway called Mahadwar. The temple has the big gold plated .....
",Pilgrimage,46,4.52,1274,2, Panjim Kad,Goa,-0.05,0.73
TD-270,Bhagwan Mahavir Sanctuary,"from Panjim Kadamba Bus Stand, 46.5 km from Vasco Da Gama Railway Station and 17.7 km from Margao Railway Station, Shri Shantadurga Kunkalikarin Temple is situated in South Goa.Shri Shantadurga Kunkalikarin Temple is located at Fatorpa of Quepem Taluka and is one of the oldest temples of Goa. It is also one of the prime places to visit in Goa. This temple is dedicated to Goddess Shri Shantadurga. Originally from Cuncolim village in Salcete Taluka, the Goddess was removed to Fatorpa in 16th Century during religious persecution by the Portuguese. During the reign of Maratha ruler Chatrapati Shahu, the temple was reconstructed which was previously destroyed by Portuguese invasion. The temple complex is on the foothills of a mountain chain bordered by greenery in all sides. At the entrance of the temple of Shree Shantadurga Kunkalikarin, there is a massive doorway called Mahadwar. The temple has the big gold plated .....
",Pilgrimage,46,4.47,1139,1, Panjim Kad,Goa,-0.05,0.73
TD-271,Benaulim Beach,"from Panjim Kadamba Bus Stand, 32.7 km from Vasco Da Gama Railway Station and 19 km from Margao Railway Station, Shri Kamakshi Temple is situated in North Goa.The temple of Shri Kamakshi is set amidst hills in the picturesque village of Shiroda of Ponda Taluka and was built in the late 16th century. This temple is dedicated to Goddess Kamakshi an incarnation of Goddess Parvati consort of Lord Shiva.According to mythology, Shri Kamakshi idol at Shiroda was brought from Guwahati in Assam, where she is known as Kamakhya and which is her original abode. The original temple of Shri Kamakshi was located in Raia in the Salcete Taluka. The deity was shifted to Shiroda between 1564 and 1568 because as a part of Goa Inquisition the Portuguese rulers demolished almost all the Hindu shrines. It is believed that a potter from the Raia accompanied by some worshippers of the deity smuggled the idol of Goddess Kamakshi across River Kushavati to safety in the Shiroda village. .....
",Pilgrimage,32,4.85,943,1, Panjim Kad,Goa,0.84,0.73
TD-272,Betalbatim Beach,"from Panaji Kadamba Bus Stand, 36 km from Margao Railway Station and 9 km from Canacona Railway Station, Agonda beach is a 3 km long stretch of pristine beach situated in South Goa. Agonda is a great spot for sunbathing, relaxing and swimming, walking, eating and just generally doing nothing. Agonda beach might not be the most ideal place for swimming. It is one of the top beaches in South Goa. Located between Cabo de Rama & Palolem, Agonda provides an opportunity to relax on a long beach. Agonda beach is simply divine, wide, quiet and picturesque with a turtle centre in the middle protecting precious Olive Ridley eggs. This beach is special because you will find absolutely no tourists, no stalls, no restaurants, nothing just the trees, the beach, the beautiful ocean and you. The beach stretch has an ancient Agonda Church, the Saint Anne's Church and few academic institutions.Public transportation is available from the Canacona Bus Station for Agonda .....
",Beach,36,3.9,922,2, Panaji Kad,Goa,0.98,0.73
TD-273,Butterfly Beach,"from Panaji Kadamba Bus Stand and 22 km from Mapusa Bus Stand, Arambol also known as Harmal beach is a pristine and secluded beach situated in North Goa. It is one of the most beautiful among Goa beaches and also a relatively less crowded beaches in North Goa.The Arambol Beach extends over 16 km and consists of two beaches. More popular is the Harmal beach contains long stretch of curving sand and it is good for swimming. It is a perfect place for people looking for peace and tranquility. The second, more picturesque beach lies beyond the rocky stretch and can only be reached on foot and is bordered by steep cliffs on both sides. It is a rocky as well as sandy beach and has a fresh water lagoon which extends along the bottom of the valley into a thick jungle. The lake is fed by boiling hot springs and is lined with sulphurous mud which people love applying on their body to do wonders to their skin. The rocky .....
",Beach,22,4.28,1401,1, Panaji Kad,Goa,0.98,0.73
TD-274,Bambolim Beach,"from Panjim Kadamba Bus Stand, 46 km from Vasco Da Gama Railway station and 9 km south of Bicholim, Arvalem caves are 6th century ancient rock cut caves situated in North Goa.The Arvalem Caves are popularly known as ''Pandava Caves''. According to the history, the five Pandavas of the epic Mahabharata sought refuge in these caves during their exile. The Arvalem Caves are very much patterned in the Buddhist cave style. The architecture of the caves is simple yet appealing. The walls are plain with no paintings on them. The rock structure has been cut into laterite stone, with the sanctuary at the northern end and the vihara at the southern end. The mysterious look of the caves has been attracting the tourists over long years. The presence of the famous Rudreshwar temple and a waterfall in its vicinity, makes this place a must visit in Goa. There are five compartments in the cave complex and the middle compartment enshrines the 'linga' held in great reverence .....
",Heritage,46,3.96,877,1, Panjim Kad,Goa,0.68,0.73
TD-275,Betul Beach,"from Panjim Kadamba Bus Stand, 46 km from Vasco Da Gama Railway station and 9 km south of Bicholim, Arvalem caves are 6th century ancient rock cut caves situated in North Goa.The Arvalem Caves are popularly known as ''Pandava Caves''. According to the history, the five Pandavas of the epic Mahabharata sought refuge in these caves during their exile. The Arvalem Caves are very much patterned in the Buddhist cave style. The architecture of the caves is simple yet appealing. The walls are plain with no paintings on them. The rock structure has been cut into laterite stone, with the sanctuary at the northern end and the vihara at the southern end. The mysterious look of the caves has been attracting the tourists over long years. The presence of the famous Rudreshwar temple and a waterfall in its vicinity, makes this place a must visit in Goa. There are five compartments in the cave complex and the middle compartment enshrines the 'linga' held in great reverence .....
",Heritage,46,4.64,807,1, Panjim Kad,Goa,0.68,0.73
TD-276,Bogmalo Beach,"from Panjim Kadamba Bus stand, 2 km from Sanquelim and 8 km from Bicholim, Arvalem waterfalls is one of the most amazing spots situated in North Goa. Cascading down from a height of 50 m (24 ft), Arvalem is one of the top places to visit in Goa.The Arvalem Waterfall also known as Harvalem falls is a very scenic and beautiful picnic spot. This beautiful waterfall forms a huge lake at the bottom, which is much popular amongst the swimmers. The color of the waterfall becomes muddy brown in monsoon rains and the water flow is quite less in summer. This waterfall is set amidst charming surroundings, with the Rudreshwar temple in its vicinity. The temple holds importance for the Hindus who believe in releasing the soul on the 12th day after death. The Rock cut caves are just situated nearby. The Arvalem waterfall is one of the most crowded tourist spots in Goa. The Government has developed a park at the waterfall where one can peacefully sit and enjoy the .....
",Waterfall,2,4.66,1080,1, Panjim Kad,Goa,0.98,0.73
TD-277,Cansaulim Beach,"from Panaji Kadamba Bus Stand, 18 km from Mapusa and 5 km from Morjim, Ashwem beach is so different from other beaches situated in North Goa and it is relatively less crowded. Ashwem beach situated south to the Arambol beach is another isolated beach in Goa where one can see vast stretches of sands. Ashwem Beach is one of the Goa best beaches which is a clean sandy beach and not much crowded. The waves are gentle and the sea hardly ever gets choppy. A perfect place for those looking for privacy, it is safe for swimming. This Beach is known for its numerous restaurants and their mouth watering seafood. Ashwem beach is also the nesting place for the Olive Ridley Turtles which is a rare species. The nesting season is between September to February which also happens to be the peak tourist season of Goa.Ashwem beach is also a little rocky beach. The Goan families go to Ashwem beach for having their picnics. To the .....
",Beach,18,4.24,1248,2, Panaji Kad,Goa,0.93,0.73
TD-278,Cavelossim Beach,"from Panjim Kadamba Bus Stand, 115 km from Vasco Da Gama Railway Station and 68 km from Belgaum, Amboli is a hill station in Maharashtra situated at an altitude of 690 m (2000 ft). It is the last hill station before the coastal highlands of Goa.This hill station forms the southern range of the Sahyadri Hills. The Konkan coast lies on one side of Amboli, whereas valleys are found on the other three sides. A British Colonel Westrop made a major contribution to the development of Amboli as a hill station.Amboli is an idyllic hill station that comes alive in monsoon when the area is abounding with waterfalls and mist. Amboli is receiving an annual rainfall of about 750 cm, wettest region in Maharashtra. The best time to visit Amboli is between October and February, when the waterfalls can be seen gushing down from the hills. The sunset point, Amboli Waterfall, the origin of Hiranyakeshi River, Shirgaonkar .....
",Hill Station,115,3.85,769,1, Panjim Kad,Goa,0.61,0.73
TD-279,Chapora Beach,"from Panjim Kadamba Bus Stand, 17 km from Vasco Da Gama Railway Station and 14.4 km from Margao Railway Station, Arossim Beach is situated between Utorda and Bogmalo Beach in South Goa. Arossim Beach is one of the most picturesque and scenic locations with its palm trees, beautiful Blue Ocean, golden sand and wooden boats scattered throughout the shore. The Arossim beach falls in the lovely village of Cansaulim, one of the largest villages in Goa. The beach is safe for swimmers and one can visit the 16th century church of Saint Thomas.Arossim Beach is a popular destination for party and leisure seekers, which is the venue to indulge in varied beach activities. October to March is the ideal time to visit Arossim Beach and enjoy beach activities like water surfing, scooting, parasailing, water skiing, swimming, sunbathing and speedboat rides. Boats are also easily available at this beach for enjoying speedboat rides and fishing. Necessary equipment and .....
",Beach,17,3.97,852,2, Panjim Kad,Goa,0.99,0.73
TD-280,Cola Beach,"from Panjim Kadamba Bus Stand, 17 km from Vasco Da Gama Railway Station and 14.4 km from Margao Railway Station, Arossim Beach is situated between Utorda and Bogmalo Beach in South Goa. Arossim Beach is one of the most picturesque and scenic locations with its palm trees, beautiful Blue Ocean, golden sand and wooden boats scattered throughout the shore. The Arossim beach falls in the lovely village of Cansaulim, one of the largest villages in Goa. The beach is safe for swimmers and one can visit the 16th century church of Saint Thomas.Arossim Beach is a popular destination for party and leisure seekers, which is the venue to indulge in varied beach activities. October to March is the ideal time to visit Arossim Beach and enjoy beach activities like water surfing, scooting, parasailing, water skiing, swimming, sunbathing and speedboat rides. Boats are also easily available at this beach for enjoying speedboat rides and fishing. Necessary equipment and .....
",Beach,17,4.87,1354,2, Panjim Kad,Goa,0.99,0.73
TD-281,Coco Beach,"from Panaji Kadamba Bus Stand, 16 km from Margao Railway Station and 18.5 km from Vasco Da Gama Railway Station, Abyss Marine Fish Aquarium is located at national highway Verna-Goa in South Goa. Abyss Marine Aquarium is one of the famous tourist places along with the sun, sand, sea, temples and churches.Abyss Marine Fish Aquarium consists of wide range of attractive marine live fish and the traditional activities of Goan fishermen families in statue format. There are some 60 different varieties of fish at Abyss. Carefully preserved and kept in impressive aquarium in a lively ambience. You can watch attractive, unique, harmful and sophisticated fish which moves in closed aquariums. In addition to the main aquarium, there are some small open aquariums which allow visitors to view the fishes from a closer point. Lobsters, starfish, parrotfish, catfish, lionfish, sea cucumber, finger star fish and many more beautiful varieties you get to see here, fish .....
",Miscellaneous,16,4.13,961,1, Panaji Kad,Goa,0.97,0.73
TD-282,Candolim Beach,"from Panjim Kadamba Bus Stand, 25 km from Margao Railway Station and 4 km from Ponda Bus Stand, Mystic Woods is a conservation project of Butterfly Conservatory of Goa, a NGO dedicated to restoring the green heritage of Western Ghats. Butterfly Conservatory is located 3 km from the Tropical Spice Farm and 4 km from Sahakari Spice Farm. The conservatory is spread over 4000 sq mts and is founded by a couple who are nature enthusiasts and also environmentally conscious. At the time of establishment only 25 species of the butterflies could be seen here but currently 133 species of butterflies beautifying the conservatory. The entire conservatory is designed in the manner of a park like structure where one can stroll and indulge in a visual treat of the nature. It is a great place to take the kids to introduce them to the colorful world of butterflies and caterpillars. The butterfly house or conservatory is a facility which is specifically intended for the .....
",Miscellaneous,25,3.7,1151,1, Panjim Kad,Goa,0.97,0.73
TD-283,Canaguinim Beach,"from Panjim Kadamba Bus Stand and 44 km from Margao Railway Station, Bhagwan Mahavir Wildlife Sanctuary is located at Mollem village in Sanguem Taluka, Goa. Formerly known as Mollem Game Sanctuary it was renamed as Bhagwan Mahavir Wildlife Sanctuary in 1969. Bhagwan Mahavir Wildlife Sanctuary is among prime place to visit on a Goa trip.Bhagwan Mahavir Wildlife Sanctuary sprawling an area of 240 sq km, this is the largest of four protected wildlife sanctuaries in Goa. It also encompasses the 107 sq km Mollem National Park. The Sanctuary is divided into two halves by the National Highway 4A and by the railway line of Londa to Mormugao.The Sanctuary is particularly known for its Leopards, Elephants, Deers & Gaur or Indian Bison. The chief attraction of the sanctuary is the King Cobra, which is found here in abundance. One can also see various other snakes like krait, python, viper etc. Bhagwan Mahavir Wildlife .....
",Wildlife,44,4.29,1064,1, Panjim Kad,Goa,0.81,0.73
TD-284,Dona Paula Beach,"from Panaji Kadamba Bus Stand, 6 km from Margao Railway Station and 4.5 km from Colva beach, Benaulim Beach is known for its calm and peaceful environment located in South Goa.The best thing about Benaulim Beach is that it is still rather undiscovered by domestic tourists even though it is a famous beach for fishing. This beach gets fairly crowded in the evenings and on weekends. This Beach is right place for picnic and one can just relax the day off soaking in the sun. Moreover, one can see bull fighting at Benaulim Beach between the months of October to March. Watching the bull fight at the beach adds delight to traveling in Goa.Dolphin Cruises are the main attractions on this beach. The trips are reasonably priced and chances of spotting dolphins fairly high. The Benaulim village in Goa is known for its carved rose wood furniture. Also Benaulim is famous as the place where the legendary Parashuram's arrow landed, by which Goa was created. Apart from .....
",Beach,6,4.46,946,2, Panaji Kad,Goa,0.95,0.73
TD-285,Galgibaga Beach,"from Panaji Kadamba Bus Stand, 6 km from Margao Railway Station and 4.5 km from Colva beach, Benaulim Beach is known for its calm and peaceful environment located in South Goa.The best thing about Benaulim Beach is that it is still rather undiscovered by domestic tourists even though it is a famous beach for fishing. This beach gets fairly crowded in the evenings and on weekends. This Beach is right place for picnic and one can just relax the day off soaking in the sun. Moreover, one can see bull fighting at Benaulim Beach between the months of October to March. Watching the bull fight at the beach adds delight to traveling in Goa.Dolphin Cruises are the main attractions on this beach. The trips are reasonably priced and chances of spotting dolphins fairly high. The Benaulim village in Goa is known for its carved rose wood furniture. Also Benaulim is famous as the place where the legendary Parashuram's arrow landed, by which Goa was created. Apart from .....
",Beach,6,3.9,784,1, Panaji Kad,Goa,0.95,0.73
TD-286,Kegdole Beach,"from Panjim Kadamba Bus Stand and 9.5 km from Margao Railway Station, Betalbatim Beach is located north of the famous Colva beach in South Goa. This is one of the virgin and most beautiful beaches in South Goa. It is also one of the relatively less known beaches in Goa.Betalbatim beach is popularly known as the Sunset Beach of Goa. This vast stretch of white sand beach lies in between the Majorda and Colva Beaches. You can literally walk up to Betalbatim Beach from Colva Beach (road distance is about 4.5 km). Unlike most Goa beaches that are lined up with palm trees, this beach has a numerous pine trees along the shoreline. Betalbatim is known for its clean sands and beautiful surroundings. It is a very quiet and a secluded beach and because of the shade of the pine trees, it is used as a picnic spot by families and schools. This Beach is amongst the cleanest of all .....
",Beach,9,4.62,1447,2, Panjim Kad,Goa,0.9,0.73
TD-287,Kalacha Beach,"from Panaji Kadamba Bus stand, 36 km from Margao Railway Station and 3 km from Canacona Railway Station, Butterfly Beach is located on the Butterfly Island in South Goa. Butterfly Beach is a tiny beach cove that lies just 6 km north of Palolem beach. The sands here are perfectly white and the water translucent. Butterfly Beach is one of the most picturesque beaches among all the beaches of Goa. It is serene, peaceful and mesmerizing. This beach would be the best place to unwind and relax.The Butterfly Beach is surrounded by a lot of rocks. Butterfly beach can easily be described as a piece of heaven on earth. It is one of the most photogenic beach paradises in the world. The Butterfly Beach was named by earlier tourists who used to visit the place and saw millions of butterflies flying on the blossoms on the hillside. The main attraction of the beach is its famous Dolphin Play and the mesmerizing sunset. The sea urchins, sea cucumbers, footprints .....
",Beach,36,3.72,988,1, Panaji Kad,Goa,0.98,0.73
TD-288,Keri / Querim Beach,"rom Panjim Kadamba Bus stand and 22 km from Vasco Da Gama, Bambolim Beach is a popular stretch for tourists located in North Goa.Bambolim Beach is a small, clean and largely undiscovered beach that is a bit away from the mainland. This beach is basically located in a shaded spot right before the mouth of Zuari River and in between the Medical College of Goa and the University of Goa. Bambolim Beach is lined up with trees and shrub vegetation with many paths leading to the beach. Many Goa University students visit this beach during their free time due to the close proximity to the institute. The beach is clean and quiet, yet beautiful. Bambolim Beach is very peaceful and calm beach. Very beautiful shells are found on the shore of this beach. It is famous for Oyster shells. The Bambolim Beach has its beach shacks where exotic Goan cuisine can be tasted. The restaurants offer not just amazing food but the very location gives you the combination of beauty .....
",Beach,22,4.47,1140,1, Panjim Kada,Goa,0.95,0.73
TD-289,Majorda Beach,"from Panjim Kadamba Bus Stand, 18 km from Margao Railway Station and 41 km from Vasco Da Gama Railway Station, Betul Beach is a small picturesque beach in South Goa.Betul Beach is a small beach amongst the beaches of Goa and is situated along the southern end of the River Sal. This beach is basically a cove, it has a hillock on one side and laced with coconut tree plantation on the other side. You will be able to see where the Sal River drains out into the vast Arabian Sea in the Betul Beach. Moreover Betul Beach is a stretch of silvery sand it offers total privacy and breathtaking views. The sea breeze keeps the climate pleasant for almost the entire year.This secluded beach is known as the fishing beach of Goa and is very famous for its cool climate. A number of tourists visit this beach to enjoy their fishing in Goa as the fishing port situated here is well advanced. A number of deep sea trawlers and fishing boats also bring in their fresh catch .....
",Beach,18,4.09,1152,2, Panjim Kad,Goa,0.96,0.73
TD-290,Mandrem Beach,"from Panjim Kadamba Bus Stand, 18 km from Margao Railway Station and 41 km from Vasco Da Gama Railway Station, Betul Beach is a small picturesque beach in South Goa.Betul Beach is a small beach amongst the beaches of Goa and is situated along the southern end of the River Sal. This beach is basically a cove, it has a hillock on one side and laced with coconut tree plantation on the other side. You will be able to see where the Sal River drains out into the vast Arabian Sea in the Betul Beach. Moreover Betul Beach is a stretch of silvery sand it offers total privacy and breathtaking views. The sea breeze keeps the climate pleasant for almost the entire year.This secluded beach is known as the fishing beach of Goa and is very famous for its cool climate. A number of tourists visit this beach to enjoy their fishing in Goa as the fishing port situated here is well advanced. A number of deep sea trawlers and fishing boats also bring in their fresh catch .....
",Beach,18,4.04,1032,2, Panjim Kad,Goa,0.96,0.73
TD-291,Miramar Beach,"from Panjim Kadamba Bus Stand, 5 km from Dabolim Airport and 9 km from Vasco Da Gama Railway Station, Bogmalo Beach is one of the least crowded beaches of Goa and is quite picturesque.It is situated in a small bay with around a mile of curving sandy beach, which is generally very quiet. The beach is also considered to be the cleanest in South Goa. The beach is safe and perfect for swimming. Even though swimming is safe in Bogmalo, one must be careful when swimming and check out with the lifeguards for the strength of the undercurrents. Water sports are the prime attraction of Bogmalo. Activities like windsurfing, water skiing, ski-jet facilities are available. Dolphin spotting is other popular attraction for the tourists. Sunbathing is another popular activity on Bogmalo beach. The Sunset view is amazing from the beach. The sandy beach at the end of the cove is the most picture perfect spot at Bogmalo.While visiting Bogmalo one should visit .....
",Beach,5,3.71,883,1, Panjim Kad,Goa,0.99,0.73
TD-292,Mobor Beach,"from Panjim Kadamba Bus Stand, 16 km from Vasco Da Gama Railway Station and 15 km from Margao Railway Station, Cansaulim is a famous beach located in South Goa.Cansaulim Beach along with Arossim Beach and Cuelim Beach forms India's second largest stretch of beach. Cansaulim Beach is actually an extension of Velsao Beach. The beach has clean white sands and lots of palm trees. It is located on the northernmost end of Velsao beach. The large stretches of white sands give the beach a deserted look. Cansaulim Beach is among the mostly secluded Goan beaches. Coastal dense palm groves at Cansaulim Beach provides a refreshing cool roof from the bright sunshine and appears more pleasant during the hot months of April and May. This beach is lined with many beach shacks with comfortable accommodation facilities. Some of the famous bars and pubs are also located at this beach that serve refreshing drinks like beer, feni, wine and vodka. In addition, Cansaulim .....
",Beach,16,4.62,1150,2, Panjim Kad,Goa,0.96,0.73
